Rank	Time	Wind	First.Name	Last.Name	Country	Birthdate	Race	Location	Date
871	847	11	0.0	Inger	Miller	USA	12.06.72	2q2	Atlanta	14.06.1996
872	847	11	0.9	D'Andre	Hill	USA	19.04.73	3h1	Atlanta	14.06.1996
873	847	11	-0.1	Gail	Devers	USA	19.11.66	1s2	Atlanta	27.07.1996
874	847	11	-0.7	Chandra	Sturrup	BAH	12.09.71	4	Atlanta	27.07.1996
875	847	11	-0.8	Gail	Devers	USA	19.11.66	3r1	Zurich	14.08.1996
876	847	11	-0.5	Gwen	Torrence	USA	12.06.65	2	Bruxelles	23.08.1996
877	847	11	1.3	Mary	Onyali	NGR	03.02.68	3	Milano	07.09.1996
878	847	11	0.4	Merlene	Ottey	JAM	10.05.60	1q2	Athinai	02.08.1997
879	847	11	0.6	Chryste	Gaines	USA	14.09.70	2	Roma	14.07.1998
880	847	11	1.3	Zhanna	Block	UKR	06.07.72	2s1	Budapest	19.08.1998
881	847	11	-0.5	Christine	Arron	FRA	13.09.73	1q3	Sevilla	21.08.1999
882	847	11	-0.3	Chandra	Sturrup	BAH	12.09.71	2q1	Sevilla	21.08.1999
883	847	11	0.9	Ekaterini	Thanou	GRE	01.02.75	1r2	Athinai	28.06.2000
884	847	11	1.3	Merlene	Ottey	JAM	10.05.60	1	Ljubljana	14.08.2000
885	847	11	1.8	Tayna	Lawrence	JAM	17.09.75	1	Eugene	26.05.2002
886	847	11	0.3	Chryste	Gaines	USA	14.09.70	2	Monaco	19.07.2002
887	847	11	1.5	Veronica	Campbell-Brown	JAM	16.05.82	2	Manchester	27.07.2002
888	847	11	-0.1	Ivet	Lalova-Collio	BUL	18.05.84	4	Athinai	21.08.2004
889	847	11	0.4	Veronica	Campbell-Brown	JAM	16.05.82	2s1	Helsinki	08.08.2005
890	847	11	-1.2	Sherone	Simpson	JAM	12.08.84	1	London	28.07.2006
891	847	11	0.0	Torri	Edwards	USA	31.01.77	1	Lausanne	10.07.2007
892	847	11	1.8	Muna	Lee	USA	30.10.81	1h1	Eugene	27.06.2008
893	847	11	1.8	Allyson	Felix	USA	18.11.85	3s2	Eugene	28.06.2008
894	847	11	-0.7	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1s1	Beijing	17.08.2008
895	847	11	0.1	Kerron	Stewart	JAM	16.04.84	1rA	Berlin	14.06.2009
896	847	11	-0.1	Veronica	Campbell-Brown	JAM	16.05.82	2s2	Berlin	17.08.2009
897	847	11	-0.3	Carmelita	Jeter	USA	24.11.79	1	Daegu	19.05.2010
898	847	11	0.3	Kelly-Ann	Baptiste	TTO	14.10.86	2	Gateshead	10.07.2010
899	847	11	0.3	Blessing	Okagbare	NGR	10.09.88	1h1	London	14.08.2010
900	847	11	2.0	Sherone	Simpson	JAM	12.08.84	5	Eugene	04.06.2011
901	847	11	-1.0	Carmelita	Jeter	USA	24.11.79	1h2	London	06.08.2011
902	847	11	-0.5	Carmelita	Jeter	USA	24.11.79	1	Zagreb	13.09.2011
903	847	11	0.7	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	3	Ad-Dawhah	11.05.2012
904	847	11	0.0	Murielle	Ahoure	CIV	23.08.87	1	Roma	31.05.2012
905	847	11	1.5	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1h6	London	03.08.2012
906	847	11	1.2	Kelly-Ann	Baptiste	TTO	14.10.86	3s2	London	04.08.2012
907	847	11	1.5	Murielle	Ahoure	CIV	23.08.87	7	London	04.08.2012
908	847	11	1.8	English	Gardner	USA	22.04.92	1rA	Walnut	20.04.2013
909	847	11	0.0	Blessing	Okagbare	NGR	10.09.88	2	Shanghai	18.05.2013
910	847	11	0.9	Octavious	Freeman	USA	20.04.92	2	Eugene	07.06.2013
911	847	11	1.7	Lauryn	Williams	USA	11.09.83	5s2	DesMoines	21.06.2013
912	847	11	1.8	Aurieyall	Scott	USA	18.05.92	6	DesMoines	21.06.2013
913	847	11	1.8	Muna	Lee	USA	30.10.81	7	DesMoines	21.06.2013
914	847	11	-0.4	English	Gardner	USA	22.04.92	3s2	Moskva	12.08.2013
915	847	11	-0.1	Barbara	Pierre	USA	28.04.87	1	Zagreb	03.09.2013
916	847	11	1.5	Samantha	Henry-Robinson	JAM	25.09.88	1h4	Clermont	26.04.2014
917	847	11	-1.4	Blessing	Okagbare	NGR	10.09.88	1	Marrakesh	11.08.2014
918	847	11	0.8	Kelly-Ann	Baptiste	TTO	14.10.86	1h1	Clermont	16.05.2015
919	847	11	0.4	English	Gardner	USA	22.04.92	1	NewYorkCity	13.06.2015
920	847	11	1.8	Candyce	McGrone	USA	24.03.89	1h4	Eugene	25.06.2015
921	847	11	1.5	Dezerea	Bryant	USA	27.04.93	4s1	Eugene	26.06.2015
922	847	11	-0.3	Blessing	Okagbare	NGR	10.09.88	2h2	London	25.07.2015
923	847	11	0.4	Simone	Facey	JAM	07.05.85	1r1	Gainesville	22.04.2016
924	847	11	0.0	Tori	Bowie	USA	27.08.90	1rA	Clermont	30.04.2016
925	847	11	1.0	Michelle-Lee	Ahye	TTO	10.04.92	1r2	PortofSpain	25.06.2016
926	847	11	1.2	Tatjana	Pinto	GER	02.07.92	1r1	Mannheim	29.07.2016
927	847	11	0.0	Michelle-Lee	Ahye	TTO	10.04.92	1h6	RiodeJaneiro	12.08.2016
928	847	11	0.3	Tianna	Bartoletta	USA	30.08.85	4s2	RiodeJaneiro	13.08.2016
929	847	11	0.7	Deajah	Stevens	USA	19.05.95	1r1	Torrance	15.04.2017
930	847	11	0.0	Marie-Josee	TaLou	CIV	18.11.88	1h4	London	05.08.2017
931	931	11.01	0.6	Annegret	Richter	FRG	13.10.50	1s1	Montreal	25.07.1976
932	931	11.01	1.0	Marita	Koch	GDR	18.02.57	3	Dresden	01.07.1982
933	931	11.01	-0.6	Marlies	Gohr	GDR	21.03.58	1	Athinai	07.09.1982
934	931	11.01	0.0	Merlene	Ottey	JAM	10.05.60	1	Walnut	25.07.1984
935	931	11.01	2.0	Marlies	Gohr	GDR	21.03.58	1	Dresden	02.08.1985
936	931	11.01	-1.4	Valerie	Brisco	USA	06.07.60	1	Zurich	21.08.1985
937	931	11.01	0.7	Marlies	Gohr	GDR	21.03.58	1	Berlin	20.08.1986
938	931	11.01	1.9	Marlies	Gohr	GDR	21.03.58	2	Rieti	07.09.1986
939	931	11.01	1.8	Alice	Brown	USA	20.09.60	1h6	SanJose	25.06.1987
940	931	11.01	0.7	Alice	Brown	USA	20.09.60	1s2	SanJose	27.06.1987
941	931	11.01	0.7	Anelia	Nuneva	BUL	30.06.62	2s2	Roma	30.08.1987
942	931	11.01	0.8	Pam	Marshall	USA	16.08.60	2	Lausanne	15.09.1987
943	931	11.01	1.9	Sheila	Echols	USA	02.10.64	1h1	Tampa	17.06.1988
944	931	11.01	0.5	Anelia	Nuneva	BUL	30.06.62	1	StaraZagora	20.08.1988
945	931	11.01	-0.4	Anelia	Nuneva	BUL	30.06.62	1	StaraZagora	28.08.1988
946	931	11.01	-0.4	Merlene	Ottey	JAM	10.05.60	1	Berlin	04.07.1990
947	931	11.01	0.2	Irina	Privalova	RUS	12.11.68	1	Helsinki	27.06.1991
948	931	11.01	0.0	Merlene	Ottey	JAM	10.05.60	2r2	Zurich	19.08.1992
949	931	11.01	0.0	Irina	Privalova	RUS	12.11.68	3r2	Zurich	19.08.1992
950	931	11.01	-0.5	Merlene	Ottey	JAM	10.05.60	1	Berlin	27.08.1993
951	931	11.01	0.9	Juliet	Cuthbert	JAM	09.04.64	4	Lausanne	06.07.1994
952	931	11.01	0.9	Zhanna	Block	UKR	06.07.72	1q2	Helsinki	07.08.1994
953	931	11.01	2.0	Zhanna	Block	UKR	06.07.72	1	Luzern	27.06.1995
954	931	11.01	1.2	Irina	Privalova	RUS	12.11.68	1	Johannesburg	23.09.1995
955	931	11.01	0.1	Zhanna	Block	UKR	06.07.72	1h4	Athinai	02.08.1997
956	931	11.01	-0.9	Marion	Jones	USA	12.10.75	1	Melbourne	25.02.1998
957	931	11.01	1.4	Li	Xuemei	CHN	05.01.77	1	Chengdu	18.04.1998
958	931	11.01	0.5	Chryste	Gaines	USA	14.09.70	1h2	NewOrleans	19.06.1998
959	931	11.01	0.0	Inger	Miller	USA	12.06.72	1	Edwardsville	25.07.1998
960	931	11.01	1.1	Merlene	Ottey	JAM	10.05.60	3	Stockholm	05.08.1998
961	931	11.01	1.4	Glory	Alozie	NGR	30.12.77	1	CastellondelaPlana	01.05.1999
962	931	11.01	0.8	Merlene	Ottey	JAM	10.05.60	1	Dortmund	26.06.1999
963	931	11.01	1.3	Myriam	Mani	CMR	21.05.77	1	Jena	03.06.2000
964	931	11.01	1.0	Chryste	Gaines	USA	14.09.70	3	Roma	30.06.2000
965	931	11.01	1.0	Chandra	Sturrup	BAH	12.09.71	4	Roma	30.06.2000
966	931	11.01	0.9	Debbie	Ferguson-McKenzie	BAH	16.01.76	3rA	Lausanne	05.07.2000
967	931	11.01	1.1	Zhanna	Block	UKR	06.07.72	1	Brisbane	04.09.2001
968	931	11.01	0.4	Chandra	Sturrup	BAH	12.09.71	1	Ad-Dawhah	15.05.2002
969	931	11.01	-0.2	Veronica	Campbell-Brown	JAM	16.05.82	1	Kingston	21.06.2002
970	931	11.01	0.0	Chandra	Sturrup	BAH	12.09.71	1	Freeport	19.06.2003
971	931	11.01	-0.4	Chandra	Sturrup	BAH	12.09.71	1	Saint-Denis	04.07.2003
972	931	11.01	0.8	Christine	Arron	FRA	13.09.73	1s1	Saint-Denis	24.08.2003
973	931	11.01	-0.1	Chandra	Sturrup	BAH	12.09.71	3	Bruxelles	05.09.2003
974	931	11.01	1.5	Lauryn	Williams	USA	11.09.83	1r1	CoralGables	10.04.2004
975	931	11.01	0.4	Sherone	Simpson	JAM	12.08.84	1	SaintGeorge's	29.05.2004
976	931	11.01	0.6	Christine	Arron	FRA	13.09.73	1	Lausanne	06.07.2004
977	931	11.01	-0.1	Lauryn	Williams	USA	11.09.83	1s2	Athinai	21.08.2004
978	931	11.01	0.3	Chandra	Sturrup	BAH	12.09.71	1	Linz	23.08.2005
979	931	11.01	1.1	Christine	Arron	FRA	13.09.73	1	Berlin	04.09.2005
980	931	11.01	1.2	Allyson	Felix	USA	18.11.85	3	NewYorkCity	02.06.2007
981	931	11.01	0.6	Torri	Edwards	USA	31.01.77	1h4	Indianapolis	21.06.2007
982	931	11.01	-0.2	Veronica	Campbell-Brown	JAM	16.05.82	1	Osaka	27.08.2007
983	931	11.01	-0.2	Lauryn	Williams	USA	11.09.83	2	Osaka	27.08.2007
984	931	11.01	0.9	Marshevet	Hooker	USA	25.09.84	2	Kingston	03.05.2008
985	931	11.01	0.0	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1h2	London	26.07.2008
986	931	11.01	0.0	Veronica	Campbell-Brown	JAM	16.05.82	1	Shanghai	20.09.2008
987	931	11.01	0.6	Kerron	Stewart	JAM	16.04.84	1h2	Roma	10.07.2009
988	931	11.01	0.4	Carmelita	Jeter	USA	24.11.79	4	Roma	10.07.2009
989	931	11.01	-0.1	Lauryn	Williams	USA	11.09.83	3s1	Berlin	17.08.2009
990	931	11.01	-0.1	Chandra	Sturrup	BAH	12.09.71	3s2	Berlin	17.08.2009
991	931	11.01	0.1	Lauryn	Williams	USA	11.09.83	5	Berlin	17.08.2009
992	931	11.01	-0.3	Marshevet	Hooker	USA	25.09.84	1	London	14.08.2010
993	931	11.01	1.8	Alexandra	Anderson	USA	28.01.87	2rA	SaoPaulo	22.05.2011
994	931	11.01	0.7	Blessing	Okagbare	NGR	10.09.88	4	Ad-Dawhah	11.05.2012
995	931	11.01	-0.7	Tianna	Bartoletta	USA	30.08.85	1r2	Ponce	12.05.2012
996	931	11.01	1.9	Ashley	Collier	USA	04.02.92	1	Manhattan	13.05.2012
997	931	11.01	0.6	Sherone	Simpson	JAM	12.08.84	4	Kingston	29.06.2012
998	931	11.01	1.3	Carmelita	Jeter	USA	24.11.79	1h2	London	14.07.2012
999	931	11.01	-0.2	Blessing	Okagbare	NGR	10.09.88	1	London	14.07.2012
1000	931	11.01	1.0	Murielle	Ahoure	CIV	23.08.87	3s3	London	04.08.2012
1001	931	11.01	1.5	Blessing	Okagbare	NGR	10.09.88	8	London	04.08.2012
1002	931	11.01	1.1	Carmelita	Jeter	USA	24.11.79	1h2	Birmingham	26.08.2012
1003	931	11.01	0.0	Veronica	Campbell-Brown	JAM	16.05.82	1rA	Kingston	04.05.2013
1004	931	11.01	-0.2	Murielle	Ahoure	CIV	23.08.87	3rA	Saint-Denis	06.07.2013
1005	931	11.01	-0.1	Alexandra	Anderson	USA	28.01.87	3s3	Moskva	12.08.2013
1006	931	11.01	1.2	Carrie	Russel	JAM	18.10.90	1	Warszawa	25.08.2013
1007	931	11.01	1.2	Samantha	Henry-Robinson	JAM	25.09.88	1r1	Clermont	31.05.2014
1008	931	11.01	2.0	English	Gardner	USA	22.04.92	2s1	Sacramento	27.06.2014
1009	931	11.01	0.3	Michelle-Lee	Ahye	TTO	10.04.92	1rA	Glasgow	12.07.2014
1010	931	11.01	0.8	Allyson	Felix	USA	18.11.85	5	Monaco	18.07.2014
1011	931	11.01	0.8	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	6	Monaco	18.07.2014
1012	931	11.01	1.4	Ana-Claudia	Lemos-Silva	BRA	06.11.88	2r1	Walnut	18.04.2015
1013	931	11.01	1.8	Tori	Bowie	USA	27.08.90	2h4	Eugene	25.06.2015
1014	931	11.01	1.2	Carmelita	Jeter	USA	24.11.79	7	Eugene	26.06.2015
1015	931	11.01	0.6	Kelly-Ann	Baptiste	TTO	14.10.86	1s1	PortofSpain	27.06.2015
1016	931	11.01	1.7	Barbara	Pierre	USA	28.04.87	1h3	Madrid	11.07.2015
1017	931	11.01	0.9	Barbara	Pierre	USA	28.04.87	3	Toronto	22.07.2015
1018	931	11.01	0.1	Murielle	Ahoure	CIV	23.08.87	3	London	25.07.2015
1019	931	11.01	1.4	Samantha	Henry-Robinson	JAM	25.09.88	1h3	SanJose	07.08.2015
1020	931	11.01	-1.6	Dafne	Schippers	NED	15.06.92	1h5	Beijing	23.08.2015
1021	931	11.01	-0.3	Kelly-Ann	Baptiste	TTO	14.10.86	6	Beijing	24.08.2015
1022	931	11.01	1.6	Dafne	Schippers	NED	15.06.92	1	Newcastle	12.09.2015
1023	931	11.01	1.5	Murielle	Ahoure	CIV	23.08.87	3	Eugene	28.05.2016
1024	931	11.01	2.0	Ariana	Washington	USA	04.09.96	2h3	Eugene	02.07.2016
1025	931	11.01	1.0	Ariana	Washington	USA	04.09.96	6	Eugene	03.07.2016
1026	931	11.01	-0.3	Marie-Josee	TaLou	CIV	18.11.88	2h4	RiodeJaneiro	12.08.2016
1027	931	11.01	1.0	Murielle	Ahoure	CIV	23.08.87	4s1	RiodeJaneiro	13.08.2016
1028	931	11.01	1.8	Ashley	Henderson	USA	04.12.95	1q1	Austin	26.05.2017
1029	931	11.01	-0.2	Deajah	Stevens	USA	19.05.95	1h3	Sacramento	22.06.2017
1030	931	11.01	1.6	Aaliyah	Brown	USA	06.01.95	2h2	Sacramento	22.06.2017
1031	931	11.01	0.0	Gina	Luckenkemper	GER	21.11.96	1h2	Erfurt	08.07.2017
1032	931	11.01	0.1	Michelle-Lee	Ahye	TTO	10.04.92	6	London	06.08.2017
1033	1033	11.02	0.7	Evelyn	Ashford	USA	15.04.57	1	Berlin	17.08.1979
1034	1033	11.02	2.0	Romy	Muller	GDR	26.07.58	3	Dresden	24.05.1980
1035	1033	11.02	0.8	Evelyn	Ashford	USA	15.04.57	1r1	Koln	23.08.1981
1036	1033	11.02	0.1	Evelyn	Ashford	USA	15.04.57	1	Roma	05.09.1981
1037	1033	11.02	-0.5	Marita	Koch	GDR	18.02.57	2	Helsinki	08.08.1983
1038	1033	11.02	-0.2	Lyudmila	Kondratyeva	RUS	11.04.58	2	Praha	16.08.1984
1039	1033	11.02	1.3	Florence	Griffith-Joyner	USA	21.12.59	1h1	Berlin	17.08.1984
1040	1033	11.02	-0.6	Valerie	Brisco	USA	06.07.60	1h1	Zurich	21.08.1985
1041	1033	11.02	0.0	Alice	Brown	USA	20.09.60	1	Koblenz	28.08.1985
1042	1033	11.02	-1.3	Heike	Drechsler	GER	16.12.64	1	Neubrandenburg	06.06.1986
1043	1033	11.02	1.1	Silke	Moller	GER	20.06.64	1s1	Jena	27.06.1986
1044	1033	11.02	1.0	Marlies	Gohr	GDR	21.03.58	2	Dresden	16.08.1986
1045	1033	11.02	1.3	Anelia	Nuneva	BUL	30.06.62	1h1	Schwechat	15.06.1988
1046	1033	11.02	-0.6	Marlies	Gohr	GDR	21.03.58	1	Dusseldorf	19.06.1988
1047	1033	11.02	2.0	Gwen	Torrence	USA	12.06.65	2	Sestriere	11.08.1988
1048	1033	11.02	0.5	Gwen	Torrence	USA	12.06.65	3s1	Seoul	25.09.1988
1049	1033	11.02	0.2	Merlene	Ottey	JAM	10.05.60	1	London	14.07.1989
1050	1033	11.02	0.4	Katrin	Krabbe	GER	22.11.69	1	Karl-Marx-Stadt	16.06.1990
1051	1033	11.02	1.0	Gwen	Torrence	USA	12.06.65	2	NewYorkCity	14.06.1991
1052	1033	11.02	-0.5	Gail	Devers	USA	19.11.66	2	NewOrleans	20.06.1992
1053	1033	11.02	0.3	Irina	Privalova	RUS	12.11.68	1s1	Moskva	22.06.1992
1054	1033	11.02	-2.9	Gwen	Torrence	USA	12.06.65	1s1	Barcelona	01.08.1992
1055	1033	11.02	1.5	Gwen	Torrence	USA	12.06.65	2	Berlin	21.08.1992
1056	1033	11.02	0.0	Gwen	Torrence	USA	12.06.65	1q1	Stuttgart	15.08.1993
1057	1033	11.02	0.0	Liu	Xiaomei	CHN	11.01.72	1	Beijing	08.09.1993
1058	1033	11.02	0.3	Zhanna	Block	UKR	06.07.72	1s	Kiev	28.05.1994
1059	1033	11.02	0.1	Merlene	Ottey	JAM	10.05.60	1	Helsinki	29.06.1994
1060	1033	11.02	0.6	Irina	Privalova	RUS	12.11.68	1	Helsinki	08.08.1994
1061	1033	11.02	0.4	Irina	Privalova	RUS	12.11.68	3	Paris	03.09.1994
1062	1033	11.02	0.0	Irina	Privalova	RUS	12.11.68	1	Madrid	06.09.1994
1063	1033	11.02	1.3	Chryste	Gaines	USA	14.09.70	1s1	Sacramento	15.06.1995
1064	1033	11.02	0.2	Chryste	Gaines	USA	14.09.70	2s2	Atlanta	15.06.1996
1065	1033	11.02	0.8	Galina	Malchugina	RUS	17.12.62	1	SanktPeterburg	02.07.1996
1066	1033	11.02	0.0	Merlene	Ottey	JAM	10.05.60	1q4	Atlanta	26.07.1996
1067	1033	11.02	0.2	Gail	Devers	USA	19.11.66	1	Villeneuved'Ascq	29.06.1997
1068	1033	11.02	0.9	Zhanna	Block	UKR	06.07.72	4	Bruxelles	22.08.1997
1069	1033	11.02	1.2	Merlene	Ottey	JAM	10.05.60	1	Istanbul	30.05.1998
1070	1033	11.02	0.3	Zhanna	Block	UKR	06.07.72	2	Linz	05.07.1998
1071	1033	11.02	0.0	Merlene	Ottey	JAM	10.05.60	1	Nurnberg	11.07.1998
1072	1033	11.02	0.6	Sevatheda	Fynes	BAH	17.10.74	3	Roma	14.07.1998
1073	1033	11.02	0.9	Irina	Privalova	RUS	12.11.68	2s2	Budapest	19.08.1998
1074	1033	11.02	0.0	Ekaterini	Thanou	GRE	01.02.75	2	Lausanne	25.08.1998
1075	1033	11.02	1.1	Inger	Miller	USA	12.06.72	3	Lausanne	02.07.1999
1076	1033	11.02	1.0	Zhanna	Block	UKR	06.07.72	1	Luzern	05.07.1999
1077	1033	11.02	0.1	Chandra	Sturrup	BAH	12.09.71	3s1	Sevilla	22.08.1999
1078	1033	11.02	0.0	LaTasha	Jenkins	USA	19.12.77	1	Athens	05.05.2001
1079	1033	11.02	0.6	Ekaterini	Thanou	GRE	01.02.75	3r2	Athinai	11.06.2001
1080	1033	11.02	0.2	Zhanna	Block	UKR	06.07.72	1	Rethymno	01.07.2001
1081	1033	11.02	-0.3	Chandra	Sturrup	BAH	12.09.71	3	Edmonton	06.08.2001
1082	1033	11.02	0.9	Zhanna	Block	UKR	06.07.72	1r1	Athinai	10.06.2002
1083	1033	11.02	0.7	Tayna	Lawrence	JAM	17.09.75	1rA	Roma	12.07.2002
1084	1033	11.02	-0.6	Chryste	Gaines	USA	14.09.70	1	CiudaddeMexico	03.05.2003
1085	1033	11.02	0.8	Zhanna	Block	UKR	06.07.72	2s1	Saint-Denis	24.08.2003
1086	1033	11.02	0.9	Chandra	Sturrup	BAH	12.09.71	3	Saint-Denis	24.08.2003
1087	1033	11.02	1.5	Yuliya	Nesterenko	BLR	15.06.79	1	Rethymno	23.06.2004
1088	1033	11.02	1.1	Chandra	Sturrup	BAH	12.09.71	1	Nassau	09.07.2005
1089	1033	11.02	1.1	Chandra	Sturrup	BAH	12.09.71	2	Berlin	04.09.2005
1090	1033	11.02	1.1	Chandra	Sturrup	BAH	12.09.71	1	Shanghai	17.09.2005
1091	1033	11.02	-0.9	Torri	Edwards	USA	31.01.77	1	Indianapolis	22.06.2007
1092	1033	11.02	0.8	Mikele	Barber	USA	04.10.80	1	RiodeJaneiro	24.07.2007
1093	1033	11.02	-0.3	Torri	Edwards	USA	31.01.77	1s1	Osaka	27.08.2007
1094	1033	11.02	-0.2	Carmelita	Jeter	USA	24.11.79	3	Osaka	27.08.2007
1095	1033	11.02	0.9	Veronica	Campbell-Brown	JAM	16.05.82	1r1	Orlando	10.05.2008
1096	1033	11.02	0.6	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	2h3	Kingston	27.06.2008
1097	1033	11.02	1.0	Angela	Williams	USA	30.01.80	6	Eugene	28.06.2008
1098	1033	11.02	-0.7	Torri	Edwards	USA	31.01.77	3rA	Monaco	29.07.2008
1099	1033	11.02	0.1	Sherone	Simpson	JAM	12.08.84	1q2	Beijing	16.08.2008
1100	1033	11.02	1.4	Alexandra	Anderson	USA	28.01.87	1h3	Fayetteville	10.06.2009
1101	1033	11.02	0.4	Carmelita	Jeter	USA	24.11.79	2	Athinai	13.07.2009
1102	1033	11.02	0.0	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	2q4	Berlin	16.08.2009
1103	1033	11.02	-0.1	Veronica	Campbell-Brown	JAM	16.05.82	1	Osaka	08.05.2010
1104	1033	11.02	0.3	Sherone	Simpson	JAM	12.08.84	3	Gateshead	10.07.2010
1105	1033	11.02	2.0	Alexandra	Anderson	USA	28.01.87	6	Eugene	04.06.2011
1106	1033	11.02	-1.5	Carmelita	Jeter	USA	24.11.79	1s3	Daegu	29.08.2011
1107	1033	11.02	0.1	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1h1	Kingston	29.06.2012
1108	1033	11.02	-0.4	Allyson	Felix	USA	18.11.85	3	Zurich	30.08.2012
1109	1033	11.02	1.2	Octavious	Freeman	USA	20.04.92	1r1	Gainesville	05.04.2013
1110	1033	11.02	0.4	Barbara	Pierre	USA	28.04.87	2	Georgetown	08.05.2013
1111	1033	11.02	1.1	Kerron	Stewart	JAM	16.04.84	6	London	27.07.2013
1112	1033	11.02	1.1	Verena	Sailer	GER	16.10.85	1r1	Weinheim	02.08.2013
1113	1033	11.02	-0.4	Kerron	Stewart	JAM	16.04.84	1h2	Moskva	11.08.2013
1114	1033	11.02	0.5	Alexandra	Anderson	USA	28.01.87	2r2	Zurich	29.08.2013
1115	1033	11.02	-0.4	Kerron	Stewart	JAM	16.04.84	2	Kingston	27.06.2014
1116	1033	11.02	2.0	Joanna	Atkins	USA	31.01.89	3s1	Sacramento	27.06.2014
1117	1033	11.02	0.1	Veronica	Campbell-Brown	JAM	16.05.82	1s2	Glasgow	28.07.2014
1118	1033	11.02	1.4	Muna	Lee	USA	30.10.81	3r1	Walnut	18.04.2015
1119	1033	11.02	1.8	Dina	Asher-Smith	GBR	04.12.95	2	Hengelo	24.05.2015
1120	1033	11.02	1.7	Carmelita	Jeter	USA	24.11.79	5rA	Eugene	30.05.2015
1121	1033	11.02	0.2	Dafne	Schippers	NED	15.06.92	4	Saint-Denis	04.07.2015
1122	1033	11.02	1.7	English	Gardner	USA	22.04.92	1h1	Madrid	11.07.2015
1123	1033	11.02	0.8	Dafne	Schippers	NED	15.06.92	1	Amsterdam	31.07.2015
1124	1033	11.02	-0.3	Natasha	Morrison	JAM	17.11.92	7	Beijing	24.08.2015
1125	1033	11.02	-0.3	Blessing	Okagbare	NGR	10.09.88	8	Beijing	24.08.2015
1126	1033	11.02	0.6	Marie-Josee	TaLou	CIV	18.11.88	1	Brazzaville	14.09.2015
1127	1033	11.02	0.7	Murielle	Ahoure	CIV	23.08.87	4	Ad-Dawhah	06.05.2016
1128	1033	11.02	0.8	English	Gardner	USA	22.04.92	1h2	Birmingham	05.06.2016
1129	1033	11.02	-1.2	English	Gardner	USA	22.04.92	1	Birmingham	05.06.2016
1130	1033	11.02	0.3	Blessing	Okagbare	NGR	10.09.88	1	Sapele	07.07.2016
1131	1033	11.02	1.0	Christania	Williams	JAM	17.10.94	1	Rovereto	06.09.2016
1132	1033	11.02	1.7	Aleia	Hobbs	USA	24.02.96	1h1	Columbia	12.05.2017
1133	1033	11.02	-1.4	Morolake	Akinosun	USA	17.05.94	4	London	09.07.2017
1134	1033	11.02	0.3	Michelle-Lee	Ahye	TTO	10.04.92	3	Rabat	16.07.2017
1135	1135	11.03	2.0	Annegret	Richter	FRG	13.10.50	1	Gelsenkirchen	25.06.1977
1136	1135	11.03	2.0	Monika	Hamann	GDR	08.06.54	2	Dresden	01.07.1977
1137	1135	11.03	0.3	Marlies	Gohr	GDR	21.03.58	1	Torino	04.08.1979
1138	1135	11.03	1.9	Marlies	Gohr	GDR	21.03.58	2	Jena	29.05.1982
1139	1135	11.03	1.4	Merlene	Ottey	JAM	10.05.60	2	Brisbane	04.10.1982
1140	1135	11.03	-0.9	Marlies	Gohr	GDR	21.03.58	1	Jena	28.05.1983
1141	1135	11.03	1.7	Silke	Moller	GER	20.06.64	3	Berlin	08.06.1983
1142	1135	11.03	-1.7	Diane	Williams	USA	14.12.60	1	Bruxelles	26.08.1983
1143	1135	11.03	-0.3	Evelyn	Ashford	USA	15.04.57	1s1	LosAngeles	05.08.1984
1144	1135	11.03	0.4	Silke	Moller	GER	20.06.64	1h1	Potsdam	05.06.1987
1145	1135	11.03	0.4	Marlies	Gohr	GDR	21.03.58	1	Potsdam	30.06.1988
1146	1135	11.03	0.0	Merlene	Ottey	JAM	10.05.60	1	Kingston	15.07.1988
1147	1135	11.03	1.3	Alice	Brown	USA	20.09.60	3s2	Indianapolis	17.07.1988
1148	1135	11.03	0.6	Evelyn	Ashford	USA	15.04.57	1	Zurich	17.08.1988
1149	1135	11.03	1.0	Juliet	Cuthbert	JAM	09.04.64	2q3	Seoul	24.08.1988
1150	1135	11.03	0.1	Merlene	Ottey	JAM	10.05.60	1h8	Seoul	24.09.1988
1151	1135	11.03	0.5	Merlene	Ottey	JAM	10.05.60	2q1	Seoul	24.09.1988
1152	1135	11.03	-0.1	Merlene	Ottey	JAM	10.05.60	1	Bruxelles	25.08.1989
1153	1135	11.03	0.0	Carlette	Guidry	USA	04.09.68	1	Seattle	24.07.1990
1154	1135	11.03	-1.9	Merlene	Ottey	JAM	10.05.60	1	Sestriere	31.07.1991
1155	1135	11.03	-3.0	Gwen	Torrence	USA	12.06.65	2	Tokyo	27.08.1991
1156	1135	11.03	-0.6	Gail	Devers	USA	19.11.66	1s2	Stuttgart	16.08.1993
1157	1135	11.03	-0.4	Gwen	Torrence	USA	12.06.65	1	London	10.09.1993
1158	1135	11.03	2.0	Holli	Hyche	USA	06.09.71	1s1	Boise	03.06.1994
