Rank	Time	Wind	First.Name	Last.Name	Country	Birthdate	Race	Location	Date
290	271	10.9	-0.1	Kerron	Stewart	JAM	16.04.84	3	Thessaloniki	13.09.2009
291	271	10.9	1.8	Shalonda	Solomon	USA	19.12.85	2	Clermont	05.06.2010
292	271	10.9	-1.4	Carmelita	Jeter	USA	24.11.79	1	Daegu	29.08.2011
293	271	10.9	0.4	Kelly-Ann	Baptiste	TTO	14.10.86	3	Bruxelles	16.09.2011
294	271	10.9	0.7	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	2	Birmingham	26.08.2012
295	271	10.9	1.7	Octavious	Freeman	USA	20.04.92	2s2	DesMoines	21.06.2013
296	271	10.9	0.1	Barbara	Pierre	USA	28.04.87	2h2	London	27.07.2013
297	271	10.9	1.0	Elaine	Thompson	JAM	28.06.92	1	Madrid	11.07.2015
298	271	10.9	0.9	Kelly-Ann	Baptiste	TTO	14.10.86	2s2	Beijing	24.08.2015
299	271	10.9	1.8	English	Gardner	USA	22.04.92	1h1	Eugene	02.07.2016
300	271	10.9	-0.2	Dafne	Schippers	NED	15.06.92	1	Amsterdam	08.07.2016
301	271	10.9	1.0	Tori	Bowie	USA	27.08.90	1s1	RiodeJaneiro	13.08.2016
302	271	10.9	1.0	Michelle-Lee	Ahye	TTO	10.04.92	2s1	RiodeJaneiro	13.08.2016
303	271	10.9	0.3	Dafne	Schippers	NED	15.06.92	2s2	RiodeJaneiro	13.08.2016
304	271	10.9	0.6	English	Gardner	USA	22.04.92	2s3	RiodeJaneiro	13.08.2016
305	271	10.9	0.5	Dafne	Schippers	NED	15.06.92	5	RiodeJaneiro	13.08.2016
306	271	10.9	1.6	Tori	Bowie	USA	27.08.90	1h2	Sacramento	22.06.2017
307	271	10.9	0.3	Marie-Josee	TaLou	CIV	18.11.88	2	Rabat	16.07.2017
308	308	10.91	1.0	Marlies	Gohr	GDR	21.03.58	1	Dresden	01.07.1982
309	308	10.91	0.6	Marlies	Gohr	GDR	21.03.58	1	Berlin	31.07.1983
310	308	10.91	-0.5	Marlies	Gohr	GDR	21.03.58	1	Berlin	20.07.1984
311	308	10.91	0.2	Evelyn	Ashford	USA	15.04.57	1	Moskva	06.07.1986
312	308	10.91	0.2	Heike	Drechsler	GER	16.12.64	2	Moskva	06.07.1986
313	308	10.91	0.8	Marlies	Gohr	GDR	21.03.58	1	Stuttgart	27.08.1986
314	308	10.91	0.2	Anelia	Nuneva	BUL	30.06.62	1	StaraZagora	01.08.1987
315	308	10.91	1.7	Heike	Drechsler	GER	16.12.64	1	Oslo	02.07.1988
316	308	10.91	1.2	Gwen	Torrence	USA	12.06.65	3	Indianapolis	17.07.1988
317	308	10.91	1.4	Florence	Griffith-Joyner	USA	21.12.59	1	Tokyo	07.10.1988
318	308	10.91	1.6	Dawn	Sowell	USA	27.03.66	1	Houston	16.06.1989
319	308	10.91	0.7	Merlene	Ottey	JAM	10.05.60	1r1	Duisburg	12.06.1991
320	308	10.91	0.5	Katrin	Krabbe	GER	22.11.69	1	Hannover	27.07.1991
321	308	10.91	-0.4	Katrin	Krabbe	GER	22.11.69	1q1	Tokyo	26.08.1991
322	308	10.91	1.1	Gail	Devers	USA	19.11.66	2	Atlanta	15.06.1996
323	308	10.91	-0.4	Marion	Jones	USA	12.10.75	2	Tokyo	06.09.1997
324	308	10.91	1.6	Ekaterini	Thanou	GRE	01.02.75	1r1	Kalamata	22.05.1999
325	308	10.91	1.1	Sevatheda	Fynes	BAH	17.10.74	2	Lausanne	02.07.1999
326	308	10.91	1.0	Marion	Jones	USA	12.10.75	1	Roma	30.06.2000
327	308	10.91	0.9	Ekaterini	Thanou	GRE	01.02.75	1rA	Lausanne	05.07.2000
328	308	10.91	-0.3	Inger	Miller	USA	12.06.72	1rA	Monaco	10.08.2000
329	308	10.91	-0.3	Ekaterini	Thanou	GRE	01.02.75	2	Edmonton	06.08.2001
330	308	10.91	-0.1	Zhanna	Block	UKR	06.07.72	1rA	Luzern	26.06.2002
331	308	10.91	0.6	Zhanna	Block	UKR	06.07.72	1rA	Stockholm	16.07.2002
332	308	10.91	1.5	Debbie	Ferguson-McKenzie	BAH	16.01.76	1	Manchester	27.07.2002
333	308	10.91	0.0	Veronica	Campbell-Brown	JAM	16.05.82	1	Monaco	19.09.2004
334	308	10.91	1.9	Lauryn	Williams	USA	11.09.83	2rA	Lausanne	05.07.2005
335	308	10.91	2.0	Veronica	Campbell-Brown	JAM	16.05.82	2	Carson	20.05.2007
336	308	10.91	0.9	Veronica	Campbell-Brown	JAM	16.05.82	1rA	NewYorkCity	31.05.2008
337	308	10.91	0.4	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	2	Roma	10.07.2009
338	308	10.91	0.0	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1	Monaco	28.07.2009
339	308	10.91	0.6	Kelly-Ann	Baptiste	TTO	14.10.86	1	Saint-Denis	08.07.2011
340	308	10.91	1.7	Alexandra	Anderson	USA	28.01.87	3s2	DesMoines	21.06.2013
341	308	10.91	1.8	Alexandra	Anderson	USA	28.01.87	3	DesMoines	21.06.2013
342	308	10.91	1.5	Murielle	Ahoure	CIV	23.08.87	1rA	Sotteville-les-Rouen	08.07.2013
343	308	10.91	2.0	Tori	Bowie	USA	27.08.90	1s2	Sacramento	27.06.2014
344	308	10.91	-0.3	Veronica	Campbell-Brown	JAM	16.05.82	4	Beijing	24.08.2015
345	308	10.91	0.7	Veronica	Campbell-Brown	JAM	16.05.82	3	Ad-Dawhah	06.05.2016
346	308	10.91	1.2	Tori	Bowie	USA	27.08.90	1rA	Herzogenaurach	14.05.2016
347	308	10.91	1.8	Tori	Bowie	USA	27.08.90	1h5	Eugene	02.07.2016
348	308	10.91	0.1	Elaine	Thompson	JAM	28.06.92	1	Paris	01.07.2017
349	308	10.91	0.2	Tori	Bowie	USA	27.08.90	1s3	London	06.08.2017
350	308	10.91	-0.2	Rosangela	Santos	BRA	20.12.90	2s2	London	06.08.2017
351	351	10.92	1.3	Evelyn	Ashford	USA	15.04.57	1h2	Berlin	17.08.1984
352	351	10.92	1.0	Merlene	Ottey	JAM	10.05.60	1	Walnut	28.04.1985
353	351	10.92	1.2	Marlies	Gohr	GDR	21.03.58	1	Halle	11.06.1985
354	351	10.92	-0.6	Anelia	Nuneva	BUL	30.06.62	1	Moskva	07.06.1987
355	351	10.92	0.8	Merlene	Ottey	JAM	10.05.60	1	Budapest	06.07.1987
356	351	10.92	1.1	Anelia	Nuneva	BUL	30.06.62	1	Zagreb	02.06.1988
357	351	10.92	0.9	Heike	Drechsler	GER	16.12.64	1	Dresden	11.06.1988
358	351	10.92	0.0	Alice	Brown	USA	20.09.60	2q2	Indianapolis	16.07.1988
359	351	10.92	0.0	Merlene	Ottey	JAM	10.05.60	2	Bruxelles	19.08.1994
360	351	10.92	1.9	Merlene	Ottey	JAM	10.05.60	1	Lausanne	05.07.1995
361	351	10.92	0.6	Merlene	Ottey	JAM	10.05.60	1	Moskva	07.06.1996
362	351	10.92	1.1	D'Andre	Hill	USA	19.04.73	3	Atlanta	15.06.1996
363	351	10.92	-0.5	Gail	Devers	USA	19.11.66	1h7	Atlanta	26.07.1996
364	351	10.92	1.0	Gwen	Torrence	USA	12.06.65	1	Monaco	10.08.1996
365	351	10.92	0.4	Gail	Devers	USA	19.11.66	1rA	Linz	21.08.1996
366	351	10.92	0.1	Marion	Jones	USA	12.10.75	1s1	Indianapolis	12.06.1997
367	351	10.92	0.9	Ekaterini	Thanou	GRE	01.02.75	1s2	Budapest	19.08.1998
368	351	10.92	2.0	Zhanna	Block	UKR	06.07.72	4	Budapest	19.08.1998
369	351	10.92	-0.9	Ekaterini	Thanou	GRE	01.02.75	1	Athinai	16.06.1999
370	351	10.92	-0.2	Marion	Jones	USA	12.10.75	1h1	Sacramento	14.07.2000
371	351	10.92	0.1	Yuliya	Nesterenko	BLR	15.06.79	1s1	Athinai	21.08.2004
372	351	10.92	-0.2	Veronica	Campbell-Brown	JAM	16.05.82	1	Monaco	09.09.2005
373	351	10.92	0.0	Sherone	Simpson	JAM	12.08.84	1rA	Berlin	03.09.2006
374	351	10.92	0.1	Veronica	Campbell-Brown	JAM	16.05.82	1r2	Athinai	13.07.2008
375	351	10.92	1.2	Kerron	Stewart	JAM	16.04.84	1	Kingston	02.05.2009
376	351	10.92	-0.1	Carmelita	Jeter	USA	24.11.79	1	London	25.07.2009
377	351	10.92	-0.3	Kerron	Stewart	JAM	16.04.84	1q1	Berlin	16.08.2009
378	351	10.92	1.2	Veronica	Campbell-Brown	JAM	16.05.82	1	Shanghai	15.05.2011
379	351	10.92	0.7	Allyson	Felix	USA	18.11.85	1	Ad-Dawhah	11.05.2012
380	351	10.92	-0.1	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1	NewYorkCity	09.06.2012
381	351	10.92	0.9	Carmelita	Jeter	USA	24.11.79	1	Eugene	23.06.2012
382	351	10.92	1.0	Blessing	Okagbare	NGR	10.09.88	1s3	London	04.08.2012
383	351	10.92	1.0	Tianna	Bartoletta	USA	30.08.85	2s3	London	04.08.2012
384	351	10.92	-0.2	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1rA	Saint-Denis	06.07.2013
385	351	10.92	1.5	Barbara	Pierre	USA	28.04.87	1rA	Madrid	13.07.2013
386	351	10.92	2.0	Tianna	Bartoletta	USA	30.08.85	1s1	Sacramento	27.06.2014
387	351	10.92	1.0	Elaine	Thompson	JAM	28.06.92	1r2	Kingston	11.04.2015
388	351	10.92	1.4	Jenna	Prandini	USA	20.11.92	1r1	Walnut	18.04.2015
389	351	10.92	1.5	Jenna	Prandini	USA	20.11.92	2s1	Eugene	26.06.2015
390	351	10.92	1.2	Jasmine	Todd	USA	23.12.93	3	Eugene	26.06.2015
391	351	10.92	1.6	Barbara	Pierre	USA	28.04.87	1h2	Toronto	21.07.2015
392	351	10.92	0.1	Dafne	Schippers	NED	15.06.92	1	London	25.07.2015
393	351	10.92	0.8	English	Gardner	USA	22.04.92	2rA	Roma	02.06.2016
394	351	10.92	0.5	Michelle-Lee	Ahye	TTO	10.04.92	6	RiodeJaneiro	13.08.2016
395	395	10.93	2.0	Marlies	Gohr	GDR	21.03.58	1	Dresden	24.05.1980
396	395	10.93	0.1	Evelyn	Ashford	USA	15.04.57	1	Westwood	07.08.1982
397	395	10.93	1.6	Evelyn	Ashford	USA	15.04.57	1	Roma	31.08.1984
398	395	10.93	1.1	Merlene	Ottey	JAM	10.05.60	1	LosAngeles	08.06.1985
399	395	10.93	1.8	Ewa	Kasprzyk	POL	07.09.57	1	Grudziadz	27.06.1986
400	395	10.93	1.6	Evelyn	Ashford	USA	15.04.57	1r1	Berlin	15.08.1986
401	395	10.93	-0.2	Marlies	Gohr	GDR	21.03.58	1	Neubrandenburg	10.06.1987
402	395	10.93	-0.8	Anelia	Nuneva	BUL	30.06.62	1h2	Sofia	15.08.1987
403	395	10.93	0.0	Merlene	Ottey	JAM	10.05.60	1	Koln	16.08.1987
404	395	10.93	1.5	Dawn	Sowell	USA	27.03.66	1	Austin	07.04.1989
405	395	10.93	-1.2	Merlene	Ottey	JAM	10.05.60	1r2	Zurich	15.08.1990
406	395	10.93	1.5	Irina	Privalova	RUS	12.11.68	1	Berlin	21.08.1992
407	395	10.93	-0.9	Merlene	Ottey	JAM	10.05.60	1r1	Zurich	04.08.1993
408	395	10.93	0.4	Merlene	Ottey	JAM	10.05.60	1s1	Atlanta	27.07.1996
409	395	10.93	1.3	Ekaterini	Thanou	GRE	01.02.75	1	Hania	14.06.2000
410	395	10.93	-0.1	Ekaterini	Thanou	GRE	01.02.75	1	Athinai	08.07.2000
411	395	10.93	-0.4	Marion	Jones	USA	12.10.75	1s1	Sacramento	15.07.2000
412	395	10.93	0.3	Zhanna	Block	UKR	06.07.72	1	Oslo	28.07.2000
413	395	10.93	0.6	Zhanna	Block	UKR	06.07.72	1r2	Athinai	11.06.2001
414	395	10.93	1.0	Tayna	Lawrence	JAM	17.09.75	2	Bruxelles	30.08.2002
415	395	10.93	0.9	Torri	Edwards	USA	31.01.77	1	Saint-Denis	24.08.2003
416	395	10.93	-0.1	Yuliya	Nesterenko	BLR	15.06.79	1	Athinai	21.08.2004
417	395	10.93	0.1	Veronica	Campbell-Brown	JAM	16.05.82	2s1	Athinai	21.08.2004
418	395	10.93	1.3	Lauryn	Williams	USA	11.09.83	1	Helsinki	08.08.2005
419	395	10.93	-0.2	Christine	Arron	FRA	13.09.73	2	Monaco	09.09.2005
420	395	10.93	1.2	Veronica	Campbell-Brown	JAM	16.05.82	1	NewYorkCity	02.06.2007
421	395	10.93	1.5	Allyson	Felix	USA	18.11.85	1	Ad-Dawhah	09.05.2008
422	395	10.93	1.0	Marshevet	Hooker	USA	25.09.84	4	Eugene	28.06.2008
423	395	10.93	1.3	Kerron	Stewart	JAM	16.04.84	1	Ad-Dawhah	08.05.2009
424	395	10.93	-1.5	Kerron	Stewart	JAM	16.04.84	2	Kingston	27.06.2009
425	395	10.93	1.2	Kelly-Ann	Baptiste	TTO	14.10.86	1h1	Gateshead	10.07.2010
426	395	10.93	-0.4	Carmelita	Jeter	USA	24.11.79	1	London	06.08.2011
427	395	10.93	1.4	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1h1	London	14.07.2012
428	395	10.93	0.7	Blessing	Okagbare	NGR	10.09.88	1h4	London	03.08.2012
429	395	10.93	-0.1	Kelly-Ann	Baptiste	TTO	14.10.86	3rA	Lausanne	23.08.2012
430	395	10.93	0.0	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1	Shanghai	18.05.2013
431	395	10.93	1.8	Jeneba	Tarmoh	USA	27.09.89	4	DesMoines	21.06.2013
432	395	10.93	-0.2	Blessing	Okagbare	NGR	10.09.88	2rA	Saint-Denis	06.07.2013
433	395	10.93	0.7	Carmelita	Jeter	USA	24.11.79	2h1	London	27.07.2013
434	395	10.93	1.1	Kelly-Ann	Baptiste	TTO	14.10.86	3	London	27.07.2013
435	395	10.93	-0.3	Murielle	Ahoure	CIV	23.08.87	2	Moskva	12.08.2013
436	395	10.93	0.1	Blessing	Okagbare	NGR	10.09.88	1s3	Glasgow	28.07.2014
437	395	10.93	1.2	Jeneba	Tarmoh	USA	27.09.89	4	Eugene	26.06.2015
438	395	10.93	-0.2	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1rA	Stockholm	30.07.2015
439	395	10.93	-1.4	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1	Zurich	03.09.2015
440	395	10.93	0.3	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	2	Kingston	01.07.2016
441	395	10.93	-1.2	Elaine	Thompson	JAM	28.06.92	1	Birmingham	20.08.2017
442	442	10.94	1.4	Marlies	Gohr	GDR	21.03.58	1	Dresden	12.08.1978
443	442	10.94	0.6	Diane	Williams	USA	14.12.60	2	ColoradoSprings	03.07.1983
444	442	10.94	-0.1	Evelyn	Ashford	USA	15.04.57	1	Berlin	17.08.1984
445	442	10.94	0.6	Merlene	Ottey	JAM	10.05.60	1	Modesto	11.05.1985
446	442	10.94	1.6	Merlene	Ottey	JAM	10.05.60	1s3	Indianapolis	15.06.1985
447	442	10.94	-0.3	Marlies	Gohr	GDR	21.03.58	1	Leipzig	09.08.1985
448	442	10.94	1.0	Heike	Drechsler	GER	16.12.64	1	Dresden	16.08.1986
449	442	10.94	2.0	Evelyn	Ashford	USA	15.04.57	1	Sestriere	11.08.1988
450	442	10.94	1.0	Marlies	Gohr	GDR	21.03.58	1	Potsdam	08.09.1988
451	442	10.94	1.0	Carlette	Guidry	USA	04.09.68	1	NewYorkCity	14.06.1991
452	442	10.94	1.7	Merlene	Ottey	JAM	10.05.60	1	Kingston	28.06.1991
453	442	10.94	-0.1	Katrin	Krabbe	GER	22.11.69	1s1	Tokyo	27.08.1991
454	442	10.94	0.0	Gwen	Torrence	USA	12.06.65	1r2	Zurich	19.08.1992
455	442	10.94	1.2	Merlene	Ottey	JAM	10.05.60	1	Oslo	10.07.1993
456	442	10.94	0.9	Irina	Privalova	RUS	12.11.68	2	Bruxelles	03.09.1993
457	442	10.94	0.9	Merlene	Ottey	JAM	10.05.60	2	Goteborg	07.08.1995
458	442	10.94	0.0	Gail	Devers	USA	19.11.66	1q2	Atlanta	26.07.1996
459	442	10.94	-0.7	Gail	Devers	USA	19.11.66	1	Atlanta	27.07.1996
460	442	10.94	-0.7	Merlene	Ottey	JAM	10.05.60	2	Atlanta	27.07.1996
461	442	10.94	-0.1	Merlene	Ottey	JAM	10.05.60	2rA	Berlin	30.08.1996
462	442	10.94	0.1	Merlene	Ottey	JAM	10.05.60	1	Tokyo	16.09.1996
463	442	10.94	-0.1	Marion	Jones	USA	12.10.75	1s2	Athinai	03.08.1997
464	442	10.94	0.7	Zhanna	Block	UKR	06.07.72	2q2	Sevilla	21.08.1999
465	442	10.94	-0.1	Gail	Devers	USA	19.11.66	2s2	Sevilla	22.08.1999
466	442	10.94	0.9	Zhanna	Block	UKR	06.07.72	2rA	Lausanne	05.07.2000
467	442	10.94	-2.3	Zhanna	Block	UKR	06.07.72	1s1	Edmonton	06.08.2001
468	442	10.94	1.0	Chryste	Gaines	USA	14.09.70	3	Bruxelles	30.08.2002
469	442	10.94	0.9	Yuliya	Nesterenko	BLR	15.06.79	1h2	Athinai	20.08.2004
470	442	10.94	1.9	Christine	Arron	FRA	13.09.73	3rA	Lausanne	05.07.2005
471	442	10.94	0.9	Marshevet	Hooker	USA	25.09.84	2rA	NewYorkCity	31.05.2008
472	442	10.94	1.3	Torri	Edwards	USA	31.01.77	1	Eugene	08.06.2008
473	442	10.94	-0.7	Kerron	Stewart	JAM	16.04.84	1rA	Monaco	29.07.2008
474	442	10.94	0.3	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	1	Stuttgart	14.09.2008
475	442	10.94	1.7	Kelly-Ann	Baptiste	TTO	14.10.86	1	PortofSpain	20.06.2009
476	442	10.94	-0.4	Carmelita	Jeter	USA	24.11.79	1q4	Berlin	16.08.2009
477	442	10.94	1.4	Carmelita	Jeter	USA	24.11.79	1	Kingston	01.05.2010
478	442	10.94	1.9	Kelly-Ann	Baptiste	TTO	14.10.86	2	Kingston	07.05.2011
479	442	10.94	0.7	Veronica	Campbell-Brown	JAM	16.05.82	2	Ad-Dawhah	11.05.2012
480	442	10.94	0.6	Kerron	Stewart	JAM	16.04.84	3	Kingston	29.06.2012
481	442	10.94	1.5	Veronica	Campbell-Brown	JAM	16.05.82	1h3	London	03.08.2012
482	442	10.94	1.2	Allyson	Felix	USA	18.11.85	2s2	London	04.08.2012
483	442	10.94	1.5	Kelly-Ann	Baptiste	TTO	14.10.86	6	London	04.08.2012
484	442	10.94	1.8	Barbara	Pierre	USA	28.04.87	5	DesMoines	21.06.2013
485	442	10.94	1.1	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	4	London	27.07.2013
486	442	10.94	-0.5	English	Gardner	USA	22.04.92	1h3	Moskva	11.08.2013
487	442	10.94	-0.3	Carmelita	Jeter	USA	24.11.79	3	Moskva	12.08.2013
488	442	10.94	1.8	Dafne	Schippers	NED	15.06.92	1	Hengelo	24.05.2015
489	442	10.94	1.2	Tianna	Bartoletta	USA	30.08.85	5	Eugene	26.06.2015
490	442	10.94	1.5	Tianna	Bartoletta	USA	30.08.85	2	Eugene	28.05.2016
491	442	10.94	1.5	Michelle-Lee	Ahye	TTO	10.04.92	1s2	PortofSpain	25.06.2016
492	442	10.94	-0.5	Dafne	Schippers	NED	15.06.92	1	Monaco	15.07.2016
493	442	10.94	0.3	Marie-Josee	TaLou	CIV	18.11.88	3s2	RiodeJaneiro	13.08.2016
494	442	10.94	0.5	English	Gardner	USA	22.04.92	7	RiodeJaneiro	13.08.2016
495	442	10.94	-0.1	Schillonie	Calvert	JAM	27.07.88	1h1	Phoenix	10.06.2017
496	442	10.94	0.3	Tori	Bowie	USA	27.08.90	1	Sacramento	23.06.2017
497	442	10.94	-1.4	Elaine	Thompson	JAM	28.06.92	1	London	09.07.2017
498	442	10.94	1.0	Marie-Josee	TaLou	CIV	18.11.88	1h2	Birmingham	20.08.2017
499	499	10.95	1.0	Barbel	Wockel	GDR	21.03.55	2	Dresden	01.07.1982
500	499	10.95	-0.2	Marlies	Gohr	GDR	21.03.58	1	Praha	16.08.1984
501	499	10.95	0.1	Marlies	Gohr	GDR	21.03.58	1	Moskva	17.08.1985
502	499	10.95	-0.1	Evelyn	Ashford	USA	15.04.57	1r2	Zurich	13.08.1986
503	499	10.95	-0.4	Marlies	Gohr	GDR	21.03.58	1	Praha	27.06.1987
504	499	10.95	0.7	Heike	Drechsler	GER	16.12.64	1s2	Roma	30.08.1987
505	499	10.95	1.7	Dawn	Sowell	USA	27.03.66	1s2	Houston	16.06.1989
506	499	10.95	1.3	Merlene	Ottey	JAM	10.05.60	1	Villeneuved'Ascq	25.06.1989
507	499	10.95	1.2	Gail	Devers	USA	19.11.66	1	Walnut	18.04.1992
508	499	10.95	0.6	Irina	Privalova	RUS	12.11.68	2	Bruxelles	28.08.1992
509	499	10.95	0.9	Merlene	Ottey	JAM	10.05.60	3	Lausanne	06.07.1994
510	499	10.95	0.5	Gwen	Torrence	USA	12.06.65	1	SanktPeterburg	24.07.1994
511	499	10.95	-0.1	Gwen	Torrence	USA	12.06.65	1	Koln	21.08.1994
512	499	10.95	1.3	Merlene	Ottey	JAM	10.05.60	1	Oslo	05.07.1996
513	499	10.95	-0.4	Merlene	Ottey	JAM	10.05.60	1	Bellinzona	12.07.1996
514	499	10.95	-0.8	Merlene	Ottey	JAM	10.05.60	1r1	Zurich	14.08.1996
515	499	10.95	2.0	Christine	Arron	FRA	13.09.73	1	Bonneuil-sur-Marne	24.05.1998
516	499	10.95	1.4	Li	Xuemei	CHN	05.01.77	1	Beijing	06.06.1998
517	499	10.95	1.9	Chandra	Sturrup	BAH	12.09.71	1	Nassau	20.06.1998
518	499	10.95	1.1	Chryste	Gaines	USA	14.09.70	1	Stockholm	05.08.1998
519	499	10.95	0.0	Chryste	Gaines	USA	14.09.70	2	Monaco	08.08.1998
520	499	10.95	-0.8	Christine	Arron	FRA	13.09.73	2	Bruxelles	28.08.1998
521	499	10.95	-0.1	Zhanna	Block	UKR	06.07.72	4	Sevilla	22.08.1999
522	499	10.95	-0.1	Gail	Devers	USA	19.11.66	5	Sevilla	22.08.1999
523	499	10.95	-1.2	Marion	Jones	USA	12.10.75	1rA	Zurich	11.08.2000
524	499	10.95	0.1	Chandra	Sturrup	BAH	12.09.71	1	Bruxelles	24.08.2001
525	499	10.95	0.3	Tayna	Lawrence	JAM	17.09.75	1	Monaco	19.07.2002
526	499	10.95	-0.5	Chryste	Gaines	USA	14.09.70	1rA	Zurich	16.08.2002
527	499	10.95	1.6	Christine	Arron	FRA	13.09.73	1	Sotteville-les-Rouen	16.07.2004
528	499	10.95	1.3	Veronica	Campbell-Brown	JAM	16.05.82	2	Helsinki	08.08.2005
529	499	10.95	1.7	Christine	Arron	FRA	13.09.73	1	Paris	03.09.2005
530	499	10.95	0.3	Sherone	Simpson	JAM	12.08.84	1	Bruxelles	25.08.2006
531	499	10.95	2.0	Me'Lisa	Barber	USA	04.10.80	3	Carson	20.05.2007
532	499	10.95	1.8	Simone	Facey	JAM	07.05.85	1	Boulder	18.05.2008
533	499	10.95	0.0	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	2	London	26.07.2008
534	499	10.95	-0.7	Sherone	Simpson	JAM	12.08.84	2rA	Monaco	29.07.2008
535	499	10.95	0.1	Veronica	Campbell-Brown	JAM	16.05.82	4	Berlin	17.08.2009
536	499	10.95	0.3	Carmelita	Jeter	USA	24.11.79	1	Gateshead	10.07.2010
537	499	10.95	1.2	Carmelita	Jeter	USA	24.11.79	2	Shanghai	15.05.2011
538	499	10.95	2.0	Shelly-Ann	Fraser-Pryce	JAM	27.12.86	4	Eugene	04.06.2011
539	499	10.95	1.8	Veronica	Campbell-Brown	JAM	16.05.82	1h1	Kingston	24.06.2011
540	499	10.95	0.6	Veronica	Campbell-Brown	JAM	16.05.82	2	Saint-Denis	08.07.2011
541	499	10.95	0.4	Carmelita	Jeter	USA	24.11.79	1	Georgetown	08.05.2013
542	499	10.95	1.1	Murielle	Ahoure	CIV	23.08.87	5	London	27.07.2013
543	499	10.95	-0.4	Carmelita	Jeter	USA	24.11.79	1s2	Moskva	12.08.2013
544	499	10.95	-0.4	Murielle	Ahoure	CIV	23.08.87	2s2	Moskva	12.08.2013
545	499	10.95	0.9	Sherone	Simpson	JAM	12.08.84	1	Toronto	22.07.2015
546	499	10.95	1.7	Jenna	Prandini	USA	20.11.92	1r1	Norwalk	16.04.2016
547	499	10.95	1.0	Morolake	Akinosun	USA	17.05.94	4	Eugene	03.07.2016
548	499	10.95	0.8	Dafne	Schippers	NED	15.06.92	1r1	Azusa	14.04.2017
549	499	10.95	1.3	Gina	Luckenkemper	GER	21.11.96	1h1	London	05.08.2017
550	550	10.96	-1.3	Evelyn	Ashford	USA	15.04.57	1	Knoxville	19.06.1982
551	550	10.96	0.9	Marlies	Gohr	GDR	21.03.58	1	Erfurt	12.05.1984
552	550	10.96	0.8	Silke	Moller	GER	20.06.64	1	Jena	27.06.1986
553	550	10.96	0.9	Heike	Drechsler	GER	16.12.64	1h1	Dresden	16.08.1986
554	550	10.96	0.0	Florence	Griffith-Joyner	USA	21.12.59	2	Koln	16.08.1987
555	550	10.96	0.4	Anelia	Nuneva	BUL	30.06.62	1	Kvarnsveden	19.06.1988
556	550	10.96	0.9	Heike	Drechsler	GER	16.12.64	1	Stockholm	05.07.1988
557	550	10.96	0.5	Heike	Drechsler	GER	16.12.64	1q1	Seoul	24.09.1988
558	550	10.96	0.0	Anelia	Nuneva	BUL	30.06.62	1q4	Seoul	24.09.1988
559	550	10.96	1.3	Dawn	Sowell	USA	27.03.66	2	Villeneuved'Ascq	25.06.1989
560	550	10.96	0.0	Gwen	Torrence	USA	12.06.65	2	Lausanne	10.07.1991
561	550	10.96	1.2	Marie-Jose	Perec	FRA	09.05.68	1	Dijon	27.07.1991
562	550	10.96	0.2	Gwen	Torrence	USA	12.06.65	2	Berlin	10.09.1991
563	550	10.96	2.0	Galina	Malchugina	RUS	17.12.62	2	Moskva	22.06.1992
564	550	10.96	1.4	Gail	Devers	USA	19.11.66	1	Villeneuved'Ascq	02.07.1993
565	550	10.96	1.5	Merlene	Ottey	JAM	10.05.60	2	Lausanne	07.07.1993
566	550	10.96	-0.3	Irina	Privalova	RUS	12.11.68	4	Stuttgart	16.08.1993
567	550	10.96	0.9	Irina	Privalova	RUS	12.11.68	3	Goteborg	07.08.1995
568	550	10.96	1.8	Gwen	Torrence	USA	12.06.65	1	Eugene	26.05.1996
569	550	10.96	0.9	Gail	Devers	USA	19.11.66	1h1	Atlanta	14.06.1996
570	550	10.96	0.9	Chryste	Gaines	USA	14.09.70	2h1	Atlanta	14.06.1996
571	550	10.96	1.1	Inger	Miller	USA	12.06.72	4	Atlanta	15.06.1996
572	550	10.96	1.1	Chryste	Gaines	USA	14.09.70	5	Atlanta	15.06.1996
573	550	10.96	-0.7	Gwen	Torrence	USA	12.06.65	3	Atlanta	27.07.1996
574	550	10.96	-0.8	Gwen	Torrence	USA	12.06.65	2r1	Zurich	14.08.1996
575	550	10.96	1.4	Merlene	Ottey	JAM	10.05.60	1	Kingston	20.06.1997
576	550	10.96	0.3	Marion	Jones	USA	12.10.75	1q3	Athinai	02.08.1997
577	550	10.96	-1.2	Merlene	Ottey	JAM	10.05.60	1rA	Zurich	13.08.1997
578	550	10.96	0.9	Gail	Devers	USA	19.11.66	3	Bruxelles	22.08.1997
