mag.u,mag.g,mag.r,mag.i,mag.z
21.4118766784668,20.2092399597168,19.551118850708,19.2686386108398,19.1242923736572
19.6975078582764,17.4997692108154,16.4738121032715,16.0578536987305,15.8115787506104
19.6975078582764,17.4997692108154,16.4738121032715,16.0578536987305,15.8115787506104
20.6267433166504,18.4514083862305,17.5818004608154,17.2616558074951,17.0783805847168
20.7971210479736,19.2506637573242,18.5165576934814,18.1922264099121,18.0215816497803
20.7971210479736,19.2506637573242,18.5165576934814,18.1922264099121,18.0215816497803
20.7971210479736,19.2506637573242,18.5165576934814,18.1922264099121,18.0215816497803
20.7971210479736,19.2506637573242,18.5165576934814,18.1922264099121,18.0215816497803
17.0758819580078,15.6487884521484,15.1471157073975,14.9865703582764,14.916374206543
17.0758819580078,15.6487884521484,15.1471157073975,14.9865703582764,14.916374206543
17.0758819580078,15.6487884521484,15.1471157073975,14.9865703582764,14.916374206543
20.5226707458496,18.4358062744141,17.4733142852783,17.0881042480469,16.8592872619629
20.5226707458496,18.4358062744141,17.4733142852783,17.0881042480469,16.8592872619629
21.5503807067871,20.3207988739014,19.7431964874268,19.4940280914307,19.2731094360352
20.3791522979736,18.9662342071533,18.3293018341064,18.0337600708008,17.8650684356689
20.2939434051514,18.0848808288574,17.1156520843506,16.6954612731934,16.4718952178955
20.2939434051514,18.0848808288574,17.1156520843506,16.6954612731934,16.4718952178955
21.2607078552246,20.161262512207,19.746114730835,19.5250263214111,19.5306701660156
21.2607078552246,20.161262512207,19.746114730835,19.5250263214111,19.5306701660156
20.8796195983887,19.4763050079346,18.7928848266602,18.4422473907471,18.2380867004395
20.8796195983887,19.4763050079346,18.7928848266602,18.4422473907471,18.2380867004395
21.1810894012451,19.733570098877,19.0858249664307,18.7868366241455,18.5854911804199
21.1810894012451,19.733570098877,19.0858249664307,18.7868366241455,18.5854911804199
21.1810894012451,19.733570098877,19.0858249664307,18.7868366241455,18.5854911804199
21.1810894012451,19.733570098877,19.0858249664307,18.7868366241455,18.5854911804199
21.1810894012451,19.733570098877,19.0858249664307,18.7868366241455,18.5854911804199
21.1810894012451,19.733570098877,19.0858249664307,18.7868366241455,18.5854911804199
21.1810894012451,19.733570098877,19.0858249664307,18.7868366241455,18.5854911804199
21.1810894012451,19.733570098877,19.0858249664307,18.7868366241455,18.5854911804199
20.2620735168457,18.7726364135742,18.0825519561768,17.7699108123779,17.6158618927002
20.8302097320557,18.9242305755615,18.1316986083984,17.8006496429443,17.6328964233398
20.6270713806152,18.5835876464844,17.7560329437256,17.3991966247559,17.2074432373047
20.6270713806152,18.5835876464844,17.7560329437256,17.3991966247559,17.2074432373047
20.0742626190186,18.7487449645996,18.2586612701416,18.024206161499,17.9459114074707
20.0742626190186,18.7487449645996,18.2586612701416,18.024206161499,17.9459114074707
20.1879844665527,18.3410625457764,17.5490703582764,17.1675605773926,16.9909534454346
21.1313419342041,19.7265090942383,19.091947555542,18.8171977996826,18.6196384429932
21.1313419342041,19.7265090942383,19.091947555542,18.8171977996826,18.6196384429932
21.5381374359131,20.2483520507813,19.6530132293701,19.3691024780273,19.1463489532471
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
20.9112415313721,19.4482975006104,18.8185806274414,18.4596862792969,18.2951755523682
21.5354976654053,19.9920463562012,19.3263206481934,19.0496921539307,18.9349098205566
21.5354976654053,19.9920463562012,19.3263206481934,19.0496921539307,18.9349098205566
21.6556587219238,19.9489459991455,19.3415279388428,19.0664482116699,18.9820613861084
21.6556587219238,19.9489459991455,19.3415279388428,19.0664482116699,18.9820613861084
21.6556587219238,19.9489459991455,19.3415279388428,19.0664482116699,18.9820613861084
21.6556587219238,19.9489459991455,19.3415279388428,19.0664482116699,18.9820613861084
21.6556587219238,19.9489459991455,19.3415279388428,19.0664482116699,18.9820613861084
21.7550201416016,20.5604152679443,20.0593090057373,19.8718891143799,19.8122367858887
20.7413387298584,19.4281711578369,18.8163223266602,18.5925121307373,18.4941387176514
20.7006855010986,18.9690570831299,18.2311668395996,17.8895797729492,17.7236309051514
20.7006855010986,18.9690570831299,18.2311668395996,17.8895797729492,17.7236309051514
20.7006855010986,18.9690570831299,18.2311668395996,17.8895797729492,17.7236309051514
18.826379776001,17.0796699523926,16.434720993042,16.1732406616211,16.0261096954346
20.7057971954346,19.3384437561035,18.8082256317139,18.5999393463135,18.4976806640625
19.7206058502197,18.3958473205566,17.8874282836914,17.6495971679688,17.5658340454102
20.8071804046631,19.4933319091797,18.8620586395264,18.6122379302979,18.4568309783936
19.8250713348389,18.4044857025146,17.7807140350342,17.4995174407959,17.3409748077393
22.0509662628174,20.1442813873291,19.3971252441406,19.1216087341309,18.9118213653564
22.2279319763184,20.5506916046143,19.8157253265381,19.5583972930908,19.3991966247559
21.9158248901367,20.4581203460693,19.7725200653076,19.5667209625244,19.4000301361084
19.2642269134521,17.4574813842773,16.6848125457764,16.3394470214844,16.1523685455322
19.2642269134521,17.4574813842773,16.6848125457764,16.3394470214844,16.1523685455322
18.8694629669189,17.784309387207,17.3957710266113,17.2509422302246,17.2124156951904
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.5123195648193,18.8852920532227,18.1133594512939,17.7707595825195,17.6118030548096
20.7418212890625,19.0759468078613,18.3027076721191,17.9690971374512,17.7792282104492
20.7418212890625,19.0759468078613,18.3027076721191,17.9690971374512,17.7792282104492
20.7418212890625,19.0759468078613,18.3027076721191,17.9690971374512,17.7792282104492
20.7418212890625,19.0759468078613,18.3027076721191,17.9690971374512,17.7792282104492
20.7418212890625,19.0759468078613,18.3027076721191,17.9690971374512,17.7792282104492
21.1336841583252,19.7530155181885,19.1675910949707,18.9619369506836,18.933069229126
21.7987041473389,20.2820491790771,19.6355113983154,19.3613872528076,19.1592864990234
21.7987041473389,20.2820491790771,19.6355113983154,19.3613872528076,19.1592864990234
21.7987041473389,20.2820491790771,19.6355113983154,19.3613872528076,19.1592864990234
21.7987041473389,20.2820491790771,19.6355113983154,19.3613872528076,19.1592864990234
20.7765083312988,19.4656524658203,18.843505859375,18.5712509155273,18.4204387664795
21.7044696807861,20.3050880432129,19.6578903198242,19.429817199707,19.2617244720459
21.7044696807861,20.3050880432129,19.6578903198242,19.429817199707,19.2617244720459
21.7044696807861,20.3050880432129,19.6578903198242,19.429817199707,19.2617244720459
21.8858299255371,20.1925373077393,19.530216217041,19.2197570800781,19.145528793335
21.5569477081299,19.971019744873,19.3042640686035,18.9960918426514,18.7845897674561
21.5569477081299,19.971019744873,19.3042640686035,18.9960918426514,18.7845897674561
21.5569477081299,19.971019744873,19.3042640686035,18.9960918426514,18.7845897674561
21.5569477081299,19.971019744873,19.3042640686035,18.9960918426514,18.7845897674561
20.8828926086426,19.237922668457,18.5775279998779,18.2106132507324,18.0689125061035
20.8828926086426,19.237922668457,18.5775279998779,18.2106132507324,18.0689125061035
20.8828926086426,19.237922668457,18.5775279998779,18.2106132507324,18.0689125061035
20.8828926086426,19.237922668457,18.5775279998779,18.2106132507324,18.0689125061035
20.8828926086426,19.237922668457,18.5775279998779,18.2106132507324,18.0689125061035
21.5844078063965,20.0157356262207,19.4428768157959,19.1324272155762,18.9882259368896
21.5844078063965,20.0157356262207,19.4428768157959,19.1324272155762,18.9882259368896
21.5844078063965,20.0157356262207,19.4428768157959,19.1324272155762,18.9882259368896
21.5844078063965,20.0157356262207,19.4428768157959,19.1324272155762,18.9882259368896
21.5844078063965,20.0157356262207,19.4428768157959,19.1324272155762,18.9882259368896
21.5844078063965,20.0157356262207,19.4428768157959,19.1324272155762,18.9882259368896
21.0270175933838,19.3805770874023,18.7254371643066,18.4375858306885,18.2799854278564
20.7003498077393,18.5823726654053,17.7064876556396,17.294340133667,17.0920600891113
20.7003498077393,18.5823726654053,17.7064876556396,17.294340133667,17.0920600891113
20.7003498077393,18.5823726654053,17.7064876556396,17.294340133667,17.0920600891113
20.5596752166748,18.8376941680908,18.065673828125,17.6943702697754,17.4986095428467
20.5596752166748,18.8376941680908,18.065673828125,17.6943702697754,17.4986095428467
21.1868419647217,19.563268661499,18.8018035888672,18.5211944580078,18.382776260376
21.1868419647217,19.563268661499,18.8018035888672,18.5211944580078,18.382776260376
21.1868419647217,19.563268661499,18.8018035888672,18.5211944580078,18.382776260376
21.1868419647217,19.563268661499,18.8018035888672,18.5211944580078,18.382776260376
21.1868419647217,19.563268661499,18.8018035888672,18.5211944580078,18.382776260376
20.5694694519043,18.1270942687988,17.1005783081055,16.6480674743652,16.4095916748047
20.9532470703125,18.7650413513184,17.9554824829102,17.5835342407227,17.3546104431152
20.9532470703125,18.7650413513184,17.9554824829102,17.5835342407227,17.3546104431152
20.9532470703125,18.7650413513184,17.9554824829102,17.5835342407227,17.3546104431152
20.1731986999512,17.9383640289307,16.9217090606689,16.4771823883057,16.2290840148926
20.1731986999512,17.9383640289307,16.9217090606689,16.4771823883057,16.2290840148926
20.9952564239502,19.0556297302246,18.2619113922119,17.8681030273438,17.6606502532959
20.7013664245605,18.9580497741699,18.1880054473877,17.8275127410889,17.6412029266357
20.143217086792,18.0199165344238,17.0715312957764,16.6417961120605,16.4024810791016
20.143217086792,18.0199165344238,17.0715312957764,16.6417961120605,16.4024810791016
20.143217086792,18.0199165344238,17.0715312957764,16.6417961120605,16.4024810791016
20.143217086792,18.0199165344238,17.0715312957764,16.6417961120605,16.4024810791016
20.9746208190918,19.2231388092041,18.5013408660889,18.1387882232666,17.9628982543945
20.4813671112061,18.1990299224854,17.2457447052002,16.8243408203125,16.6028709411621
21.2432384490967,19.7155952453613,19.0471725463867,18.7362804412842,18.5657997131348
21.2432384490967,19.7155952453613,19.0471725463867,18.7362804412842,18.5657997131348
21.2455196380615,20.0947513580322,19.4333248138428,19.1154899597168,18.9799308776855
21.2455196380615,20.0947513580322,19.4333248138428,19.1154899597168,18.9799308776855
20.8814754486084,19.4285831451416,18.8012313842773,18.493200302124,18.3667678833008
20.8814754486084,19.4285831451416,18.8012313842773,18.493200302124,18.3667678833008
20.8814754486084,19.4285831451416,18.8012313842773,18.493200302124,18.3667678833008
20.5851364135742,18.6010894775391,17.8114643096924,17.4752216339111,17.2903347015381
20.3202476501465,18.4633102416992,17.5438938140869,17.1821918487549,16.9651489257813
20.3202476501465,18.4633102416992,17.5438938140869,17.1821918487549,16.9651489257813
20.3925304412842,18.3152008056641,17.4005813598633,16.99951171875,16.7940540313721
20.3925304412842,18.3152008056641,17.4005813598633,16.99951171875,16.7940540313721
20.6928043365479,19.1939601898193,18.4752311706543,18.1550483703613,17.9643421173096
20.6928043365479,19.1939601898193,18.4752311706543,18.1550483703613,17.9643421173096
20.6928043365479,19.1939601898193,18.4752311706543,18.1550483703613,17.9643421173096
19.3839778900146,18.0967597961426,17.5913028717041,17.4151134490967,17.315788269043
19.3839778900146,18.0967597961426,17.5913028717041,17.4151134490967,17.315788269043
19.7396030426025,18.638521194458,18.2017803192139,18.1211585998535,17.9944820404053
19.7396030426025,18.638521194458,18.2017803192139,18.1211585998535,17.9944820404053
20.7280693054199,19.0082931518555,18.2443523406982,17.9178447723389,17.7279014587402
20.7280693054199,19.0082931518555,18.2443523406982,17.9178447723389,17.7279014587402
20.8536281585693,19.4558620452881,18.8323993682861,18.5846557617188,18.393196105957
20.5049686431885,18.7822513580322,17.9818954467773,17.5967922210693,17.3600044250488
20.5049686431885,18.7822513580322,17.9818954467773,17.5967922210693,17.3600044250488
20.5049686431885,18.7822513580322,17.9818954467773,17.5967922210693,17.3600044250488
20.5049686431885,18.7822513580322,17.9818954467773,17.5967922210693,17.3600044250488
18.2246608734131,16.8656139373779,16.312141418457,16.0784511566162,15.9878091812134
18.2246608734131,16.8656139373779,16.312141418457,16.0784511566162,15.9878091812134
20.8191509246826,19.3492984771729,18.6186714172363,18.2895412445068,18.1420955657959
21.2628364562988,19.9661312103271,19.3095378875732,18.97780418396,18.8336429595947
21.2628364562988,19.9661312103271,19.3095378875732,18.97780418396,18.8336429595947
21.2628364562988,19.9661312103271,19.3095378875732,18.97780418396,18.8336429595947
21.0194530487061,19.5074844360352,18.8300724029541,18.5125923156738,18.3073749542236
21.0194530487061,19.5074844360352,18.8300724029541,18.5125923156738,18.3073749542236
21.0194530487061,19.5074844360352,18.8300724029541,18.5125923156738,18.3073749542236
21.0194530487061,19.5074844360352,18.8300724029541,18.5125923156738,18.3073749542236
21.0194530487061,19.5074844360352,18.8300724029541,18.5125923156738,18.3073749542236
